# 2016.09.16 created by TopoDroid v 3.1.4

# D35_20160913
# from to tape compass clino (declination 0.0000)
# units tape meters compass clino degrees
17@D35_20160913,-,3.39,326.0,6.0
17@D35_20160913,-,3.73,148.6,0.5
17@D35_20160913,-,3.56,330.3,-4.1
17@D35_20160913,-,1.82,21.5,-3.0
17@D35_20160913,-,2.54,350.1,5.6
17@D35_20160913,-,2.52,309.3,7.3
17@D35_20160913,-,3.33,331.1,3.4
17@D35_20160913,-,4.02,146.7,2.3
17@D35_20160913,-,3.26,329.1,-0.7
17@D35_20160913,-,4.27,342.4,-37.3
17@D35_20160913,-,2.74,13.0,-78.0
17@D35_20160913,-,0.26,13.7,-77.8
17@D35_20160913,-,3.56,332.9,-24.9
17@D35_20160913,-,3.59,151.2,-2.0
17@D35_20160913,18@D35_20160913,17.79,18.7,-78.4
18@D35_20160913,-,17.33,18.0,-78.5
18@D35_20160913,-,17.77,16.9,-78.4
18@D35_20160913,-,0.26,15.6,-78.3
18@D35_20160913,-,1.01,356.1,2.3
18@D35_20160913,-,3.01,36.6,2.1
18@D35_20160913,-,3.05,68.5,-1.7
18@D35_20160913,-,2.23,147.9,-12.4
18@D35_20160913,-,3.86,102.7,2.0
18@D35_20160913,-,3.14,85.0,3.2
18@D35_20160913,-,1.83,161.2,-6.8
18@D35_20160913,-,12.49,142.5,-84.4
18@D35_20160913,-,13.25,139.2,-85.0
18@D35_20160913,-,0.17,84.0,-38.3
18@D35_20160913,19@D35_20160913,12.48,135.8,-85.1
19@D35_20160913,-,4.09,359.2,-1.6
19@D35_20160913,-,2.83,43.9,6.4
19@D35_20160913,-,4.19,84.8,0.6
19@D35_20160913,-,1.61,245.9,6.0
19@D35_20160913,-,1.84,186.6,3.8
19@D35_20160913,-,2.98,165.2,2.2
19@D35_20160913,-,6.59,131.6,2.9
19@D35_20160913,-,4.78,95.6,2.3
19@D35_20160913,-,3.11,52.4,-8.5
19@D35_20160913,20@D35_20160913,9.80,112.4,-72.1
20@D35_20160913,-,0.13,278.8,13.7
20@D35_20160913,-,0.13,45.2,-23.5
